"","2","6","10","19","80","91"
"1",0,0,0,0,0,0
"2",0,0,0,0,0,0
"3",0,0,0,0,0,2.89151749404214
"4",0,0,2.42776803514667,0,0,0
"5",0,0,1.41674421137867,0,0,0
"6",0,0,4.38687209213709,0,0,0
"7",0,0,0,0,0,6.77338799140639
"8",0,-2.20998756136669,0,0,0,-2.61641040223425
"9",0,0,-2.59999280687289,0,0,0
"10",0,0,0,0,0,0
"11",5.21418463017309,0,3.00770982406661,0,0,0
"12",0,0,0,0,0,0
"13",0,0,0,-4.42731482297601,0,0
"14",0,-6.15462916651029,1.11611611095556,0,0,-1.37241737975135
"15",0.508457923842625,0,0,0,0,0
"16",-4.128315691759,0,0,0,-2.79784330152918,-6.53068710748619
"17",0,0,0,0,0,-1.50616900638714
"18",0,3.25074344030022,0,0,1.82657711640298,0
"19",0,0,-0.841443978965127,0,0,0
"20",0,4.29008726357709,0,0,0,0
"21",0,0,0,0,1.06142626543481,3.87282327329832
"22",0,0,-5.7810788644074,0,0,-1.61096236066466
"23",-0.197638047164236,0,0,0,-7.29403139656796,0
"24",0,0,-0.171458226920996,0,3.06229863780264,0
"25",0,0,0,-6.65474470455955,0,0
"26",0,0,-7.37583459352707,0,-2.34052974327286,0
"27",0,-0.373502745336798,0,0,0,0
"28",0,0,0,0,0,0
"29",0,0.225440161759993,0,0,0,0
"30",0,0,0,0,0,1.93175113600652
"31",0,6.19996345958952,-1.10302922517031,0,0,-1.16065387789258
"32",0,0,0.217464199663885,0,-3.5090104520683,1.3892845085915
"33",-0.281927454172137,0,0,-2.80878221845236,0,0
"34",7.84927090232019,0,0,0,0,0
"35",0,2.35828743557454,-8.99890812089643,0,2.0408770614985,0
"36",0,0,0,0,-4.22421066809942,0
"37",0,-2.23627107190405,0,3.58397936376872,0,0
"38",0,0,0,0,0,0
"39",0,0,0,-3.90554074123583,0,0
"40",-4.22940445467474,0,0,0,0.2423110189692,0
"41",0,0,0,0,0,0
"42",7.22043637969652,5.37421970575691,0,0,0,0
"43",0,-2.51745311048899,1.63566828586904,6.55184297671014,1.81792725232971,0
"44",-2.27082712019626,-2.18763434223572,-4.20485483569986,0.141641273911857,0,0
"45",0,0,0,0,0,1.98233159067126
"46",0,0,0,1.99538540115383,-6.10115926691479,0
"47",5.03808556706426,0,0,0,0,0
"48",0,0.00472616708588834,0,0,2.85620632547891,0
"49",0,0,0,4.33976348867124,0,0
"50",3.63937895884981,0.908017998125938,0,0,1.48766440004413,0
"51",0,0,0,0.687258516839671,0,0
"52",0,-0.41421213009691,0,0,2.79105789987804,0
"53",0,0,0,0,0,0
"54",0,3.22917799850584,0,0,-0.20131188851792,0
"55",0,0,0,3.09582533300814,0,0
"56",0,0,0,0,0,0
"57",0,0.931025673197104,0,0,0,0
"58",0,-5.14588295824295,0,0,0,0
"59",0,0,0,0,0,0
"60",0,0,0,-4.0039688754192,0,0
"61",0,0,0,-3.67190406492662,0,0
"62",0,0,0,0,0,-4.22681487326339
"63",0,4.4520990730989,0,1.87191967461899,0,0
"64",0,2.85684505325556,0,0,0,0
"65",0,0,0,0,0,-3.31113225209417
"66",0,0,0,0,0,0
"67",4.05300886392174,0,5.73209169075816,0,0,0
"68",0,0,0,0,-0.863757177416683,0
"69",0,0,0,1.14707128048874,0,0
"70",0,0,0,0,0,0
"71",0,0,0,0,-2.20260321396843,1.51360221204963
"72",0,0,0,0,0,3.24781376954601
"73",0,0,0,0,0,0
"74",0,0,0,0,0,0
"75",0,0,0,5.02862650647431,0,0
"76",2.25434494113275,4.97491243264993,0,-1.26049518828369,0,0
"77",3.45739168943302,0,0,-3.19776650064288,0,0
"78",0,0,0,0,-2.40251736788099,0
"79",0,3.88476766167357,0,-6.70529172541257,0,0
"80",0,0,2.30898212008855,0,-4.94559720994406,0
"81",0,0,0,0,0,0
"82",0,0,0,0,0.221117081303225,0
"83",0,0,0,0,0,0
"84",0,0.0917099406415104,0,0,0,0
"85",0,0,0,0,0,0
"86",0,0,0,0,0,0
"87",-2.98578241322893,0,0,0,0,4.6777968820198
"88",0,0,0,0,0,-6.69326400511891
"89",-0.262505837022809,0,0,0,0,0
"90",3.71446308040661,0,1.29594167565207,0,0,0
"91",0,0.620475056686081,0,0,1.43689359504608,0
"92",0,0,0,0,0,0
"93",-4.09097187507944,0,0,0,8.05490972692224,0
"94",0,0,0,0,0,0
"95",0,0,2.8209337192302,0,0,-0.618437722516641
"96",0,-2.54292708469107,0,0,0,-7.34786332943283
"97",0,0,0.207637890026731,0,0,0
"98",0,-2.6129283533805,0,-6.83397100255936,-3.05966923996096,-10.3433909866283
"99",0,0,0,0,0,0.318436182614731
"100",0,0,0,0,0,0
"102",0,0,0,0,0,0
"103",0,0,0,0,0,0
"104",0,0,0,0,0,0
"105",0,0,0,0,0,0
"105",0,0,0,0,0,0
"106",0,0,0,0,0,0
"107",0,0,0,0,0,0
"108",0,0,0,0,0,0
"109",0,0,0,0,0,0
"110",0,0,0,0,0,0
