"","2","6","10","19","80","91"
"1",0,0,0,0,1.45972845818936,0
"2",0,0,0,0,0,-14.4352413230938
"3",0,0,0,0,0,0
"4",0,0,0,0,0,-2.44320983186067
"5",-4.4389112605733,0,0,3.69009221966975,0,0
"6",0,0,1.9969516393259,-1.81349544759125,4.23894516970282,0
"7",0,-1.6801470901561,0,0,0,0
"8",0,0,0,0,0,0
"9",0,3.31410354498792,0,0,0,0
"10",0,0,0,0,0,0
"11",-3.88662729103308,0,0,-8.59905931498115,1.59638581872842,0
"12",-2.96661031261611,12.3154704299731,0,-7.60711754118767,0,0
"13",-0.637578791402704,0,0,1.08800367245744,0,-2.03601854449411
"14",0,0,4.48247068192497,0,0,0
"15",0,1.3655942171265,0,1.93520396186273,0,0
"16",0,0,0,0,0,0
"17",0,0,0,0,0,0
"18",0,0,0,0,0,0
"19",-2.69164521984936,0,0,0,0,3.46301445341502
"20",0,0,0,-1.50951270957734,0,0
"21",-1.47841970333917,4.3534494347496,0.836876496224367,0,0,0
"22",0,0,-9.2796594883735,0,0,0
"23",0,0,0,0,0,0
"24",0,0,0,0,1.9755918920173,0
"25",0,0,4.64091481179693,0,0,0
"26",0,0,0,-1.12014083012436,0,0
"27",0,0,0,0,0,0
"28",0,-0.641656942820665,-1.93643306296883,0,0,-2.07018395091227
"29",0,2.11405868905676,3.93848555981541,0,0,-5.15229795984408
"30",0,0,0,0,-2.66406228810272,0
"31",0,4.58916883786525,0,0,-2.6070616048629,0
"32",0,0,0,0,3.98561651964861,0
"33",0,0,5.00694306057775,0,1.80777881089905,0
"34",0,0,1.63514678527568,2.50448039698616,0,3.57578244056715
"35",0,0,-1.07705038544474,0,0,0
"36",0,0,0,0,2.54132894039422,4.3008220413808
"37",0.520088627363248,0,0,0,0,0
"38",0,-4.00637122648971,0,0,0,0
"39",-4.85457602281657,0,0,-3.28352744988061,0,0
"40",0,0,2.90695754839554,0,0,0
"41",0.819275897535887,0,0,0,-3.6945717686975,0
"42",0,0,0,0,0,0
"43",0,0,0,0,0,0
"44",-7.00015581751981,0,1.20335145751278,0,0,-5.13331923253766
"45",0,-1.44419290523817,0,0,0,0
"46",0,0,0,0,0,0
"47",1.33640692473332,0,-1.20058793303304,0,1.37749128056006,1.91423098503152
"48",0,0,0,0,0,0
"49",0,0,-3.60315371532273,0,0,0
"50",-2.82436531332133,0,0,0,0,-3.00486913521714
"51",-3.7466888536329,0,3.7534374227113,0,0,4.19587616337505
"52",0,0,1.05414212985391,0,0,0
"53",0,0,0,0,0,0
"54",0,0,0,0,0,0
"55",0,0,0,0,0,2.81982455706924
"56",1.84491803678375,-2.45415259296069,0,0,0,0
"57",0,-4.01997617173795,0,0,5.69093513817921,0
"58",4.1719203883012,0,0.908012809315108,0,0,0
"59",0,0,0,2.76477147090064,0,0
"60",0,0,0,1.10077698247411,0,0
"61",0,0,0,0,0,0
"62",0,0,-3.64790510577397,0,0,0
"63",0,-2.63611462430638,0,0,0.992612811956792,0
"64",7.1519444919882,0,-0.573749824584061,0,0,0
"65",-4.41650822481614,0,0,0,0,0
"66",2.95796974422516,0,0,0,0,0
"67",0,0,-0.206335154455632,0,0,1.24439824556451
"68",0,5.07929418627139,0,0,-0.709675486627447,-9.88189714351397
"69",0,0,4.02585026282867,0,0,0
"70",0,0,0,5.01509089152145,0,-5.96620139660506
"71",0,0,0,0,0,0
"72",0,0,0,-3.9542956126749,0,0.73139552250847
"73",0,0,0,0,0,-8.4722079874782
"74",0,3.75003166455678,0,0,0,0
"75",0,0,0,0,0,0
"76",0,0,0,0,0,0
"77",0,0,1.96876258255881,0,-4.84457574559047,0
"78",-2.43292855308887,0,0,0,0,-2.42892865699491
"79",0,0,0,6.82815455005384,0,0
"80",0,0,0,-1.25539009831816,0,0
"81",0,0,-5.71616665996967,0,0,2.34942838737707
"82",1.11999594654297,0,0,0,0,3.84292212603082
"83",0,0,0,0,0,0
"84",0,0,0,0,0,0
"85",0,0,0,0,0,0
"86",0,0,0,0,0,-3.82010802231833
"87",0,0,0,0,0,2.59179171515503
"88",0,0,-8.08482651890504,0,0,0
"89",0,0,0,0,0,3.4135964286606
"90",0,-3.11985313534263,0,0,0,0
"91",-0.65262569175146,1.68905527365145,-4.00188855472485,0,0,0
"92",0,0,0,0,0,-5.73799894975797
"93",-4.21758885611979,0,0,0,0,0
"94",0,0,-5.97415064602264,0,0,0
"95",0,0,0,7.08810093826717,0,0.75015469478523
"96",0,6.32838879479681,0,0,0,0
"97",0,0,0,0,0,-3.08800810800918
"98",0,0.881254277941173,0,0,0,0
"99",0.273716512785995,-2.27119890181595,0,0,0,3.48019569891773
"100",-0.321039175080118,0,0,0,0,0
"102",0,0,0,0,0,0
"103",0,0,0,0,0,0
"104",0,0,0,0,0,0
"105",0,0,0,0,0,0
"105",0,0,0,0,0,0
"106",0,0,0,0,0,0
"107",0,0,0,0,0,0
"108",0,0,0,0,0,0
"109",0,0,0,0,0,0
"110",0,0,0,0,0,0
