"","2","6","10","19","80","91"
"1",0,0,0,-0.179500404869685,0,0
"2",0,-4.90577677172965,0,0,0,0
"3",0,0,0,0,0,-3.5286154865515
"4",0,0,0,0,0,-2.79278844773727
"5",0,0,0,0,0,0
"6",-5.93663226569989,0,0,0,0,6.61026322493773
"7",0,0,1.92494992070063,0,0,-0.00224074484748285
"8",2.35721151827086,0,0,0,0,0
"9",0,3.6150765899698,1.33473344503137,-2.28279189209184,0,0
"10",-1.8877885893744,0,0,0,0,0
"11",-2.29862224130832,0,0,0,0,-6.44929754295866
"12",0,0,0,1.33972673836937,0,0
"13",5.10336409803752,-1.14979585967717,0,0,0.327560641012723,0
"14",6.38783435443099,2.28014258427553,0,3.60230036838134,0,0
"15",0,0,0.808777464647124,0,0,0
"16",0,0,0,1.73276338122589,0,5.001104536332
"17",0,0,0,0,0,0
"18",0,0,0,-4.42162009528065,0,0
"19",0,0,0,0,0,0
"20",1.35453941945002,0,0,0,0,0
"21",0,0,1.82210581851883,-1.15890366282208,0,0
"22",0,0,0,0,0,0
"23",0,0,0,0,0,0
"24",0,0,0,0,0,-2.76296209069243
"25",0,0,0,-0.710111401797651,6.85646939232295,0
"26",5.09127328201425,0,0,0,0,1.69455542195397
"27",0,0,0,0,0,0
"28",0,0,0,-0.610075171491792,0,0
"29",0,0,0,0,0,0
"30",0,0,6.73898882134861,0,0,0
"31",0,0,1.45561721131239,0,0,0
"32",0,0,0,7.07848144466876,0,0
"33",0,-6.50852726196647,0,0.946479510316413,2.28985381204284,0
"34",0,-2.07115169044885,0,0,0,0
"35",0,0,-1.31882977339228,0,-5.48879805967584,0
"36",-9.75014747868316,0,0,0,0,0
"37",-3.3011675060362,4.36573509715507,0,0,0,0
"38",0,0.95486271826991,0,0,0,0
"39",-3.65950772674461,0,0,0,4.27750724328382,0
"40",1.73757159905118,0,0,0,0,0
"41",0,0,-2.07857672334872,-3.69941384715983,0,0
"42",0,0,0,0,0,0
"43",0,0,0,0,0,3.7597446687718
"44",0,0,0,0,1.24032160003355,-2.8421658567117
"45",0,0,0,0,0,0
"46",-0.566288655857593,0,0,0,0,0
"47",0,0,0,0,0,0
"48",0,0,0,0,0,0
"49",0,0,0,0,0,0
"50",0,2.57913003576986,0,-1.46318687443524,-3.00898639765024,0.639550709943694
"51",0,4.76887461755505,0,0,0,0.960371355858004
"52",-3.73612037823501,0,0,0,0.719153654916955,0
"53",0,0,-0.447295104200475,0,0,0
"54",0,0,0,0,0,0
"55",0,0,0,0,0,0
"56",0,-4.41524570590945,0,0,0,-3.52030729810706
"57",0,-6.16767723570304,0,-1.16235021368346,0,0
"58",0,0,0,0,0,0
"59",1.58074274049111,0,0,0.12022028665895,2.06226019376312,0
"60",0,0,0,-2.07602354681271,0,0
"61",0,0,3.07686722045021,-5.04034357967644,0,0
"62",0,0,0,0.457581987924358,0,-5.01083783970564
"63",0,-4.60446723132259,0,0,0.801159145488836,0
"64",0,0,2.0516403337756,-1.59673632442532,0,5.86689417831415
"65",-4.16609167726647,0,0,-0.767618538414769,0,0
"66",0,0,1.74400852582254,0,0,0
"67",0,0,0,0,0,0
"68",0,0,0,0,1.26788129107806,0
"69",0,0,0,-4.15769719043365,0,0
"70",1.43822430644585,0,0,0,6.55667529138653,0
"71",0,0,0,0,0,3.37841796198056
"72",0,0,0,-6.65727871293527,6.53051009598621,0
"73",0,0,0,4.08553935407499,0,0
"74",0,-1.10357723720107,0,0,0,0
"75",0,0,0,0,0.0262986096736277,1.4849356501952
"76",0,0,0,4.39288259171742,0,0
"77",0,0,0,0,0,0
"78",0,0,-2.96867448984994,0,-1.07296247355977,0
"79",0,0,3.88029872180508,0,0,0
"80",0,-2.43496823399045,-7.50642060060404,0,0,0
"81",0,0,0,0,-2.85561603214071,3.0093288973572
"82",0,0,0,0,0,0
"83",4.92510596306209,5.65706296251906,0,0,4.13233935316092,2.23015473798418
"84",0,0,0,0,1.08974964300931,0
"85",1.23361020450671,0,0,0,0,-2.9875385685687
"86",0,5.24937723869111,0,0,0,0
"87",0,0,0,0,0,0
"88",0,0,0,4.01236264037601,0,0
"89",0,0,0,-0.135074007714274,2.68623904049346,0
"90",0,0,0,0.562189758534029,0,0
"91",0,0,0,0,0,0
"92",0.437478918443126,0,0,0,0,0
"93",0,0,0,0,0,0
"94",0,-3.08802484744488,0,0,0,0
"95",0,0,0,0,1.79073342994623,0
"96",0,0.799285444660185,0,0,0,-1.48040494347126
"97",6.3706340870401,-3.7039218525682,-3.32421564497217,0,0.530332726609698,0
"98",0,0,0,0,-3.18859708937545,0
"99",0,0,0,0,0,-3.11200211585473
"100",0.550997116427324,0,0,0,0,2.40368368134866
"102",0,0,0,0,0,0
"103",0,0,0,0,0,0
"104",0,0,0,0,0,0
"105",0,0,0,0,0,0
"105",0,0,0,0,0,0
"106",0,0,0,0,0,0
"107",0,0,0,0,0,0
"108",0,0,0,0,0,0
"109",0,0,0,0,0,0
"110",0,0,0,0,0,0
