target,hub
100,hub2
11,hub2
12,hub1
13,hub1
14,hub3
15,hub1
18,hub1
19,hub1
2,hub2
21,hub1
22,hub1
23,hub1
25,hub3
28,hub3
29,hub1
30,hub2
31,hub3
32,hub2
34,hub1
35,hub2
36,hub3
39,hub1
4,hub2
40,hub1
41,hub2
42,hub1
44,hub3
45,hub1
46,hub1
47,hub1
49,hub2
5,hub3
50,hub1
51,hub1
52,hub2
53,hub2
55,hub3
57,hub2
59,hub2
6,hub3
60,hub3
61,hub1
62,hub3
63,hub2
64,hub1
65,hub1
66,hub3
67,hub1
68,hub2
7,hub3
70,hub2
71,hub2
72,hub3
73,hub2
74,hub2
77,hub1
78,hub2
79,hub1
8,hub1
80,hub3
81,hub2
82,hub3
84,hub3
85,hub1
88,hub2
89,hub1
90,hub1
91,hub3
92,hub2
95,hub1
96,hub1
97,hub1
98,hub1
