target,hub
1,hub2
10,hub1
100,hub3
11,hub2
13,hub1
16,hub2
17,hub3
18,hub3
19,hub2
2,hub2
20,hub1
21,hub1
22,hub2
23,hub1
25,hub3
27,hub3
28,hub3
29,hub1
30,hub3
32,hub1
33,hub1
34,hub3
35,hub1
37,hub2
38,hub3
39,hub2
40,hub3
42,hub3
45,hub2
46,hub3
48,hub3
49,hub3
5,hub3
50,hub1
53,hub3
54,hub3
55,hub2
56,hub2
57,hub1
58,hub3
59,hub3
6,hub2
60,hub1
61,hub1
62,hub3
63,hub2
64,hub1
66,hub1
67,hub2
69,hub2
7,hub2
70,hub3
71,hub1
73,hub1
74,hub1
75,hub2
76,hub2
77,hub3
78,hub1
79,hub2
8,hub2
80,hub3
81,hub2
82,hub3
83,hub3
84,hub2
85,hub3
86,hub2
87,hub3
9,hub1
90,hub3
91,hub3
93,hub2
95,hub2
96,hub1
97,hub2
99,hub1
