target,hub
1,hub1
10,hub1
100,hub3
12,hub1
15,hub3
16,hub3
17,hub1
19,hub3
2,hub1
20,hub1
22,hub1
23,hub2
25,hub3
27,hub3
28,hub3
29,hub1
3,hub3
30,hub3
31,hub3
36,hub1
37,hub3
38,hub2
39,hub3
4,hub2
40,hub2
42,hub2
43,hub1
44,hub3
45,hub3
46,hub3
48,hub1
5,hub2
50,hub3
51,hub3
52,hub1
54,hub3
55,hub1
56,hub2
57,hub1
58,hub1
60,hub1
61,hub1
64,hub2
68,hub1
7,hub3
70,hub3
71,hub3
74,hub1
75,hub1
76,hub2
77,hub3
78,hub3
79,hub3
8,hub3
80,hub2
82,hub2
83,hub1
84,hub2
85,hub1
86,hub3
87,hub3
88,hub1
89,hub3
9,hub3
90,hub3
91,hub2
92,hub1
93,hub2
94,hub2
95,hub1
96,hub1
97,hub2
99,hub3
