target,hub
10,hub1
100,hub3
11,hub1
12,hub1
13,hub3
15,hub3
16,hub2
17,hub2
19,hub3
2,hub1
20,hub3
22,hub1
23,hub3
24,hub1
25,hub3
26,hub1
27,hub2
28,hub3
29,hub2
3,hub3
30,hub1
31,hub3
32,hub3
33,hub1
34,hub1
36,hub3
37,hub1
38,hub3
39,hub1
4,hub1
40,hub2
41,hub2
42,hub1
43,hub1
44,hub1
45,hub2
48,hub2
50,hub3
51,hub2
52,hub2
53,hub1
54,hub3
55,hub1
56,hub1
57,hub1
58,hub1
59,hub1
60,hub1
62,hub2
65,hub1
67,hub2
7,hub3
70,hub3
71,hub1
74,hub1
76,hub1
77,hub1
78,hub1
79,hub2
8,hub2
80,hub2
82,hub3
83,hub2
84,hub1
85,hub2
86,hub2
87,hub1
89,hub3
92,hub3
93,hub1
96,hub3
97,hub1
99,hub2
