target,hub
1,hub3
10,hub3
100,hub3
11,hub2
13,hub2
14,hub1
15,hub3
16,hub1
17,hub3
19,hub3
2,hub1
20,hub3
21,hub3
25,hub2
26,hub3
27,hub1
28,hub2
3,hub1
30,hub2
31,hub3
32,hub2
33,hub3
34,hub3
35,hub3
36,hub3
37,hub3
38,hub3
39,hub3
4,hub2
40,hub3
41,hub2
43,hub3
5,hub1
51,hub1
52,hub2
53,hub3
54,hub1
55,hub1
56,hub1
57,hub3
58,hub3
59,hub3
60,hub3
61,hub3
62,hub2
63,hub2
66,hub3
67,hub2
69,hub3
7,hub3
70,hub2
71,hub2
72,hub3
74,hub2
75,hub2
76,hub3
77,hub3
78,hub3
79,hub2
81,hub3
82,hub2
83,hub2
85,hub1
86,hub2
87,hub1
88,hub2
89,hub1
9,hub1
90,hub3
91,hub3
92,hub3
94,hub3
95,hub1
96,hub2
98,hub3
99,hub3
