target,hub
10,hub1
100,hub3
11,hub3
12,hub1
13,hub1
14,hub3
15,hub3
16,hub1
17,hub3
19,hub2
2,hub1
20,hub3
21,hub2
22,hub3
23,hub3
24,hub3
25,hub3
26,hub3
27,hub2
29,hub3
3,hub3
31,hub3
32,hub2
34,hub1
35,hub2
36,hub1
37,hub3
39,hub3
40,hub2
41,hub2
42,hub2
43,hub2
44,hub1
45,hub1
46,hub1
47,hub2
48,hub3
49,hub3
5,hub1
50,hub1
51,hub1
52,hub3
54,hub1
55,hub1
56,hub3
57,hub3
58,hub2
59,hub2
6,hub3
60,hub1
61,hub1
63,hub1
66,hub3
69,hub1
7,hub2
71,hub2
72,hub1
74,hub1
75,hub3
76,hub1
77,hub1
78,hub1
79,hub1
8,hub3
80,hub1
82,hub2
83,hub1
84,hub1
85,hub3
86,hub3
89,hub1
9,hub1
90,hub1
91,hub3
93,hub1
94,hub1
95,hub2
96,hub3
97,hub2
98,hub3
