target,hub
1,hub3
10,hub3
11,hub1
12,hub3
13,hub3
14,hub3
17,hub3
18,hub1
2,hub1
20,hub3
23,hub3
26,hub3
27,hub3
28,hub3
29,hub1
3,hub1
30,hub2
31,hub3
33,hub2
34,hub1
35,hub3
36,hub1
38,hub1
39,hub3
4,hub2
41,hub2
42,hub3
44,hub2
45,hub2
46,hub2
47,hub2
49,hub2
50,hub2
51,hub2
52,hub1
53,hub1
54,hub1
55,hub1
56,hub1
57,hub2
58,hub2
59,hub3
6,hub3
60,hub3
61,hub3
63,hub3
64,hub3
65,hub3
67,hub3
68,hub3
69,hub2
71,hub3
72,hub3
73,hub2
74,hub1
76,hub3
77,hub1
78,hub1
79,hub3
8,hub3
80,hub3
81,hub1
82,hub3
83,hub1
84,hub1
86,hub3
87,hub3
88,hub3
89,hub2
9,hub3
90,hub3
92,hub2
93,hub3
95,hub1
96,hub1
97,hub3
98,hub2
