target,hub
1,hub2
10,hub3
100,hub2
11,hub3
12,hub3
13,hub1
14,hub1
15,hub3
16,hub3
17,hub2
18,hub2
19,hub3
2,hub2
20,hub2
21,hub3
22,hub3
23,hub1
25,hub1
26,hub2
27,hub3
28,hub1
3,hub2
30,hub1
31,hub3
32,hub1
33,hub2
34,hub2
35,hub3
36,hub1
37,hub3
38,hub3
39,hub3
4,hub2
40,hub2
41,hub1
43,hub2
46,hub2
5,hub3
51,hub3
52,hub3
53,hub3
54,hub1
55,hub2
56,hub2
57,hub1
58,hub3
59,hub2
60,hub3
61,hub3
62,hub3
64,hub1
66,hub2
67,hub3
69,hub1
7,hub3
70,hub2
71,hub2
72,hub1
74,hub1
75,hub3
76,hub3
77,hub3
78,hub1
79,hub2
8,hub2
81,hub2
82,hub1
83,hub2
85,hub3
86,hub2
87,hub2
88,hub1
89,hub1
90,hub3
91,hub2
92,hub3
94,hub3
95,hub3
96,hub1
97,hub2
98,hub3
99,hub2
