target,hub
100,hub1
11,hub2
12,hub3
13,hub1
14,hub2
15,hub1
16,hub3
18,hub3
19,hub1
2,hub3
21,hub2
22,hub2
24,hub1
25,hub3
26,hub2
27,hub2
28,hub1
29,hub3
3,hub3
30,hub2
31,hub3
32,hub3
34,hub1
35,hub2
36,hub3
38,hub3
39,hub1
4,hub2
40,hub2
42,hub2
44,hub1
46,hub3
48,hub1
49,hub1
50,hub1
51,hub1
52,hub2
54,hub1
55,hub3
56,hub1
57,hub3
58,hub3
59,hub2
6,hub2
61,hub1
62,hub3
63,hub2
64,hub2
67,hub1
68,hub1
7,hub3
70,hub3
71,hub1
72,hub1
73,hub2
74,hub1
76,hub2
77,hub1
78,hub2
8,hub2
80,hub2
81,hub3
82,hub1
83,hub2
84,hub3
85,hub1
86,hub1
87,hub1
9,hub1
90,hub3
91,hub1
92,hub1
93,hub2
94,hub1
95,hub1
96,hub3
97,hub2
99,hub1
