target,hub
1,hub1
10,hub2
11,hub3
12,hub1
13,hub1
14,hub2
15,hub3
16,hub3
18,hub1
19,hub2
2,hub2
20,hub1
21,hub1
22,hub2
24,hub1
25,hub2
28,hub3
29,hub3
3,hub1
30,hub1
31,hub1
32,hub2
35,hub1
36,hub3
37,hub1
39,hub2
40,hub3
41,hub2
42,hub3
43,hub2
44,hub3
45,hub1
46,hub2
47,hub2
49,hub2
5,hub1
52,hub2
53,hub1
54,hub2
56,hub1
57,hub3
58,hub1
59,hub3
60,hub2
63,hub2
64,hub1
65,hub2
66,hub2
67,hub1
68,hub2
69,hub2
7,hub3
70,hub2
71,hub2
74,hub1
75,hub2
78,hub2
79,hub1
8,hub3
80,hub1
81,hub1
82,hub2
84,hub2
85,hub2
86,hub1
88,hub1
89,hub1
9,hub3
90,hub3
91,hub1
93,hub2
94,hub2
95,hub1
96,hub1
97,hub2
98,hub3
99,hub3
