target,hub
1,hub3
10,hub1
11,hub1
12,hub1
14,hub1
16,hub3
18,hub2
19,hub2
2,hub1
22,hub3
23,hub3
24,hub1
26,hub1
27,hub3
28,hub1
29,hub3
3,hub3
30,hub1
31,hub2
33,hub2
34,hub3
35,hub2
36,hub2
37,hub3
38,hub2
4,hub2
41,hub3
42,hub3
44,hub1
45,hub3
46,hub2
47,hub3
48,hub3
49,hub3
5,hub1
50,hub2
51,hub2
52,hub3
53,hub2
55,hub3
56,hub2
57,hub2
59,hub3
6,hub2
60,hub3
63,hub2
64,hub1
65,hub3
67,hub1
68,hub3
69,hub3
70,hub3
72,hub2
73,hub1
74,hub1
75,hub1
76,hub2
77,hub3
78,hub1
79,hub3
8,hub3
80,hub1
82,hub1
83,hub1
84,hub3
85,hub3
87,hub3
88,hub2
9,hub3
90,hub2
91,hub1
93,hub1
95,hub3
96,hub3
97,hub1
98,hub1
99,hub1
