target,hub
10,hub2
100,hub3
11,hub2
12,hub2
14,hub3
15,hub1
16,hub3
18,hub3
19,hub3
2,hub2
21,hub2
22,hub3
23,hub1
24,hub2
25,hub1
26,hub2
27,hub3
28,hub2
29,hub2
3,hub1
31,hub2
32,hub3
33,hub3
35,hub3
36,hub2
37,hub3
38,hub1
40,hub2
41,hub2
42,hub2
44,hub1
45,hub1
46,hub2
47,hub1
48,hub2
5,hub3
50,hub2
51,hub2
52,hub3
53,hub2
55,hub3
56,hub2
58,hub1
59,hub2
6,hub3
60,hub2
64,hub3
66,hub1
67,hub1
68,hub2
69,hub3
7,hub2
71,hub1
72,hub3
73,hub3
74,hub3
75,hub2
76,hub3
77,hub1
79,hub2
8,hub2
80,hub3
81,hub2
83,hub2
84,hub2
85,hub3
87,hub3
89,hub2
9,hub3
90,hub3
91,hub2
92,hub1
93,hub1
94,hub1
95,hub3
97,hub1
98,hub3
99,hub1
