target,hub
1,hub3
10,hub3
100,hub3
11,hub1
14,hub3
15,hub1
16,hub1
18,hub2
19,hub3
2,hub3
22,hub2
23,hub3
24,hub2
25,hub1
26,hub3
27,hub2
28,hub1
3,hub3
30,hub1
32,hub1
33,hub2
35,hub1
36,hub3
37,hub1
38,hub1
4,hub2
40,hub2
41,hub2
43,hub1
44,hub2
46,hub3
47,hub1
48,hub1
49,hub2
5,hub1
50,hub1
52,hub1
53,hub1
54,hub1
55,hub1
56,hub2
57,hub1
58,hub2
6,hub1
60,hub3
62,hub3
63,hub3
65,hub1
68,hub3
69,hub2
7,hub1
70,hub1
72,hub1
73,hub1
75,hub3
76,hub1
77,hub1
78,hub1
79,hub1
8,hub3
80,hub1
82,hub1
83,hub2
84,hub1
86,hub2
87,hub1
88,hub1
89,hub2
9,hub1
90,hub1
91,hub1
93,hub3
95,hub2
96,hub1
97,hub2
98,hub1
99,hub3
