target,hub
10,hub2
100,hub2
11,hub2
12,hub3
13,hub2
14,hub1
15,hub2
16,hub1
17,hub3
18,hub2
19,hub1
2,hub2
20,hub2
21,hub3
22,hub3
23,hub2
24,hub2
25,hub3
29,hub1
3,hub2
30,hub2
31,hub2
33,hub3
34,hub1
36,hub2
37,hub3
38,hub1
39,hub2
4,hub2
41,hub1
43,hub1
44,hub2
45,hub3
46,hub3
47,hub3
48,hub2
49,hub2
50,hub1
51,hub2
52,hub3
54,hub2
55,hub2
56,hub1
57,hub3
59,hub1
6,hub2
60,hub3
62,hub1
63,hub2
64,hub1
65,hub3
67,hub2
68,hub1
69,hub1
7,hub2
71,hub1
72,hub2
73,hub1
75,hub2
76,hub2
77,hub2
78,hub3
79,hub2
8,hub2
82,hub1
83,hub2
87,hub2
88,hub2
89,hub1
91,hub1
92,hub3
94,hub2
95,hub2
96,hub2
97,hub3
98,hub1
99,hub1
