hub,x,y,sigma,strength
hub1,57.006683806643665,84.00699061125998,0.0214452841523457,0.8487377010604342
hub2,56.97903190338562,84.00807891482518,0.015598181345066884,1.5891784914282663
hub3,57.012359831601984,83.98146344951076,0.012189695754186212,0.9550500598767885
