target,hub
1,hub3
100,hub3
12,hub2
13,hub2
14,hub1
15,hub3
17,hub2
18,hub3
19,hub2
2,hub2
21,hub1
22,hub2
23,hub2
24,hub3
27,hub2
29,hub1
3,hub2
30,hub3
31,hub3
32,hub1
33,hub1
34,hub3
35,hub2
36,hub3
37,hub1
39,hub2
4,hub2
40,hub2
41,hub3
44,hub2
45,hub1
46,hub2
47,hub2
49,hub1
5,hub2
50,hub3
52,hub2
53,hub2
54,hub2
55,hub1
57,hub2
59,hub2
6,hub3
60,hub1
61,hub3
62,hub1
63,hub1
64,hub3
65,hub1
66,hub3
67,hub1
68,hub2
69,hub2
7,hub1
71,hub2
72,hub2
73,hub2
74,hub2
76,hub3
77,hub2
78,hub2
79,hub3
80,hub2
81,hub3
82,hub1
84,hub2
85,hub3
86,hub3
88,hub2
89,hub1
9,hub1
90,hub2
92,hub2
93,hub2
94,hub1
95,hub1
96,hub2
97,hub3
99,hub3
