target,hub
1,hub2
10,hub1
100,hub1
11,hub3
12,hub3
13,hub2
14,hub3
16,hub3
17,hub1
18,hub3
19,hub1
2,hub3
20,hub2
21,hub3
22,hub2
23,hub2
24,hub2
25,hub2
26,hub1
27,hub1
28,hub3
29,hub2
3,hub2
30,hub3
31,hub1
32,hub1
33,hub3
34,hub1
35,hub1
36,hub2
37,hub1
38,hub2
40,hub1
41,hub2
42,hub1
43,hub3
44,hub2
45,hub2
46,hub3
47,hub1
48,hub1
49,hub1
5,hub1
50,hub1
52,hub3
54,hub2
55,hub1
56,hub1
57,hub2
58,hub1
59,hub1
6,hub3
60,hub3
61,hub3
64,hub2
66,hub1
67,hub2
68,hub3
69,hub2
7,hub3
71,hub3
73,hub1
75,hub1
77,hub1
78,hub1
79,hub2
8,hub3
80,hub1
82,hub1
83,hub2
85,hub1
86,hub1
89,hub1
90,hub3
91,hub1
92,hub3
93,hub2
95,hub3
96,hub1
98,hub2
