target,hub
10,hub3
100,hub3
11,hub2
12,hub1
13,hub2
15,hub2
16,hub3
18,hub3
19,hub1
22,hub2
24,hub3
25,hub2
26,hub3
27,hub3
28,hub2
3,hub2
30,hub2
31,hub2
32,hub1
34,hub3
35,hub1
36,hub1
37,hub1
38,hub3
39,hub2
4,hub1
40,hub2
41,hub3
43,hub3
44,hub3
45,hub2
46,hub1
47,hub3
49,hub3
5,hub1
51,hub3
52,hub3
53,hub2
54,hub1
55,hub3
56,hub1
57,hub3
58,hub3
59,hub3
6,hub3
60,hub1
61,hub2
62,hub1
63,hub1
64,hub3
65,hub2
66,hub1
67,hub1
68,hub3
69,hub2
7,hub2
70,hub2
71,hub3
72,hub2
74,hub2
75,hub2
76,hub3
77,hub3
78,hub1
82,hub1
83,hub3
84,hub3
85,hub3
87,hub2
89,hub3
9,hub3
90,hub3
91,hub2
92,hub1
93,hub3
94,hub1
95,hub1
96,hub3
97,hub2
98,hub2
99,hub3
