target,hub
1,hub3
10,hub1
100,hub1
11,hub3
12,hub3
13,hub1
14,hub2
15,hub1
17,hub3
18,hub1
2,hub1
20,hub1
21,hub2
22,hub3
23,hub3
24,hub1
25,hub2
28,hub1
29,hub3
3,hub1
31,hub2
32,hub3
35,hub1
36,hub2
37,hub3
38,hub1
39,hub2
41,hub1
42,hub3
44,hub2
46,hub1
47,hub2
48,hub3
49,hub3
52,hub1
54,hub3
55,hub2
56,hub3
57,hub1
58,hub3
59,hub1
60,hub3
61,hub1
62,hub1
63,hub3
65,hub2
67,hub1
68,hub1
7,hub1
70,hub3
71,hub1
72,hub3
73,hub1
74,hub1
75,hub3
76,hub2
77,hub1
8,hub1
80,hub3
82,hub1
83,hub3
84,hub3
85,hub1
86,hub2
88,hub1
9,hub2
90,hub2
91,hub2
92,hub3
93,hub1
94,hub2
99,hub1
