target,hub
1,hub2
10,hub2
100,hub3
11,hub2
13,hub3
14,hub1
17,hub2
19,hub3
2,hub3
20,hub1
21,hub3
22,hub3
23,hub3
24,hub3
25,hub2
26,hub1
27,hub2
28,hub3
3,hub3
31,hub1
32,hub3
33,hub1
34,hub3
36,hub2
37,hub1
38,hub2
39,hub2
4,hub2
40,hub3
41,hub3
42,hub1
43,hub2
44,hub3
45,hub3
46,hub1
47,hub3
48,hub2
49,hub1
51,hub3
53,hub1
54,hub2
55,hub3
57,hub2
58,hub2
59,hub3
6,hub1
60,hub2
61,hub3
62,hub3
63,hub3
64,hub2
66,hub2
68,hub2
69,hub1
7,hub3
72,hub2
73,hub2
74,hub3
75,hub3
76,hub3
77,hub1
78,hub3
8,hub2
80,hub2
81,hub3
82,hub3
83,hub1
84,hub2
86,hub3
87,hub2
88,hub1
89,hub3
90,hub2
91,hub2
94,hub3
95,hub2
97,hub3
99,hub2
