target,hub
1,hub1
10,hub2
100,hub1
13,hub1
14,hub2
16,hub2
17,hub2
18,hub1
19,hub2
20,hub1
21,hub2
22,hub2
23,hub3
24,hub3
25,hub3
27,hub1
28,hub2
29,hub1
3,hub1
30,hub2
33,hub3
34,hub1
35,hub3
37,hub2
38,hub2
39,hub2
4,hub1
40,hub1
41,hub2
42,hub1
43,hub1
45,hub1
46,hub3
48,hub2
49,hub1
5,hub3
50,hub1
52,hub1
53,hub2
54,hub2
56,hub1
57,hub2
58,hub2
59,hub2
6,hub3
60,hub2
61,hub2
62,hub1
63,hub1
64,hub2
65,hub2
66,hub3
69,hub3
7,hub1
70,hub2
71,hub3
72,hub3
74,hub3
75,hub3
77,hub2
78,hub2
79,hub3
80,hub3
81,hub1
84,hub3
85,hub3
86,hub3
87,hub2
88,hub1
89,hub2
9,hub2
90,hub1
91,hub3
93,hub2
95,hub2
96,hub2
97,hub2
99,hub1
