target,hub
10,hub1
100,hub1
12,hub2
13,hub1
14,hub3
15,hub3
16,hub3
17,hub3
18,hub3
2,hub3
20,hub3
22,hub2
24,hub3
25,hub3
26,hub1
27,hub1
28,hub2
29,hub3
3,hub1
30,hub3
31,hub1
32,hub3
33,hub2
35,hub3
36,hub3
37,hub2
38,hub3
39,hub1
4,hub2
40,hub1
41,hub3
42,hub1
43,hub2
44,hub1
45,hub1
48,hub2
49,hub1
5,hub1
50,hub1
51,hub3
52,hub1
54,hub1
55,hub3
56,hub1
57,hub3
58,hub3
6,hub1
60,hub3
61,hub1
62,hub2
64,hub1
67,hub3
68,hub1
69,hub3
71,hub1
72,hub1
73,hub1
74,hub2
77,hub1
78,hub2
79,hub3
8,hub1
80,hub1
81,hub2
82,hub1
85,hub3
88,hub2
89,hub1
90,hub1
91,hub1
92,hub1
93,hub1
94,hub1
95,hub3
97,hub1
99,hub1
