target,hub
1,hub1
10,hub2
100,hub2
12,hub3
13,hub2
14,hub2
16,hub2
17,hub1
18,hub2
19,hub3
2,hub1
20,hub2
21,hub2
22,hub2
23,hub2
26,hub2
27,hub3
28,hub1
29,hub1
3,hub1
30,hub1
33,hub1
34,hub2
35,hub2
37,hub2
38,hub3
39,hub1
4,hub2
40,hub3
41,hub1
42,hub3
43,hub1
44,hub3
45,hub3
46,hub2
47,hub2
48,hub1
49,hub2
5,hub1
50,hub2
51,hub3
52,hub1
54,hub1
55,hub3
56,hub3
58,hub3
60,hub2
61,hub1
62,hub1
63,hub2
66,hub1
67,hub2
68,hub2
69,hub2
7,hub2
70,hub2
71,hub1
72,hub3
73,hub1
75,hub1
76,hub2
77,hub2
78,hub1
79,hub3
8,hub3
83,hub2
84,hub3
85,hub3
86,hub1
87,hub2
88,hub2
89,hub1
9,hub3
90,hub2
91,hub3
93,hub2
94,hub1
95,hub2
98,hub2
99,hub2
