target,hub
10,hub1
100,hub2
11,hub3
12,hub3
13,hub3
14,hub3
15,hub3
16,hub2
18,hub2
19,hub2
2,hub3
21,hub3
22,hub1
24,hub3
25,hub1
26,hub2
29,hub2
3,hub3
30,hub1
33,hub1
34,hub3
37,hub3
38,hub2
39,hub3
41,hub2
42,hub3
43,hub1
46,hub1
47,hub3
5,hub2
51,hub3
52,hub2
53,hub2
54,hub3
55,hub3
56,hub2
57,hub1
58,hub3
59,hub3
6,hub3
61,hub1
62,hub2
64,hub1
65,hub3
66,hub2
69,hub3
7,hub3
70,hub2
71,hub3
72,hub2
73,hub3
74,hub3
76,hub3
77,hub3
78,hub1
79,hub2
8,hub2
82,hub2
83,hub3
84,hub2
85,hub3
86,hub3
87,hub3
88,hub2
89,hub1
9,hub1
90,hub3
92,hub3
94,hub3
95,hub3
96,hub2
97,hub2
98,hub2
99,hub2
