target,hub
1,hub2
10,hub3
100,hub2
11,hub3
13,hub1
15,hub3
16,hub1
17,hub1
18,hub1
19,hub2
2,hub1
20,hub2
22,hub1
23,hub3
25,hub2
28,hub2
29,hub3
3,hub2
30,hub3
32,hub1
34,hub1
36,hub2
37,hub1
38,hub3
39,hub1
4,hub3
40,hub3
43,hub3
44,hub2
45,hub2
46,hub2
47,hub2
48,hub1
49,hub1
5,hub1
53,hub3
54,hub2
55,hub3
57,hub1
59,hub3
6,hub1
60,hub3
62,hub2
63,hub1
64,hub3
65,hub1
68,hub3
69,hub1
7,hub3
72,hub3
73,hub2
75,hub1
78,hub1
79,hub2
8,hub2
80,hub1
82,hub3
83,hub2
85,hub3
86,hub1
87,hub1
88,hub3
89,hub1
9,hub3
90,hub3
91,hub3
92,hub2
93,hub3
94,hub3
96,hub2
97,hub3
98,hub1
99,hub1
