target,hub
1,hub3
10,hub3
11,hub3
13,hub2
14,hub1
15,hub2
16,hub1
17,hub2
18,hub1
19,hub2
2,hub2
21,hub3
22,hub1
23,hub2
24,hub3
25,hub2
26,hub2
27,hub1
28,hub2
29,hub2
3,hub1
30,hub1
31,hub1
32,hub3
33,hub1
35,hub2
36,hub2
38,hub2
4,hub1
41,hub3
42,hub2
43,hub3
44,hub3
45,hub1
46,hub2
48,hub2
49,hub2
5,hub2
50,hub3
51,hub3
53,hub2
54,hub2
55,hub2
58,hub2
6,hub2
60,hub2
62,hub3
63,hub3
65,hub2
67,hub2
68,hub2
69,hub1
7,hub3
70,hub3
71,hub2
72,hub3
73,hub1
75,hub1
76,hub2
79,hub2
8,hub3
80,hub2
82,hub1
83,hub1
86,hub2
87,hub1
88,hub2
89,hub2
9,hub1
90,hub3
91,hub3
93,hub1
94,hub3
95,hub3
96,hub3
98,hub1
99,hub3
