hub,x,y,sigma,strength
hub1,50.99818549128458,73.99952984583874,0.02450467056053582,1.2535720179619558
hub2,50.98350417525724,74.0113119724601,0.014050714969656958,0.7153610623274702
hub3,50.98352135784683,73.98822849158756,0.019855081740859763,1.3960247157531602
