target,hub
10,hub2
100,hub2
11,hub2
12,hub2
14,hub3
15,hub1
16,hub2
17,hub3
18,hub3
2,hub1
20,hub3
21,hub3
23,hub1
25,hub2
26,hub3
27,hub2
28,hub3
31,hub3
35,hub2
37,hub3
38,hub1
39,hub2
4,hub1
41,hub3
42,hub1
44,hub1
45,hub3
46,hub2
47,hub2
48,hub3
49,hub2
5,hub1
50,hub3
51,hub2
52,hub3
53,hub3
54,hub2
55,hub3
56,hub3
58,hub1
59,hub2
6,hub3
61,hub1
62,hub2
63,hub2
66,hub3
70,hub2
71,hub2
72,hub2
73,hub2
74,hub3
75,hub1
76,hub3
77,hub1
8,hub2
80,hub2
81,hub3
82,hub2
84,hub3
85,hub1
86,hub2
87,hub1
88,hub3
89,hub2
9,hub2
90,hub3
91,hub1
92,hub3
93,hub1
94,hub2
95,hub1
96,hub1
97,hub2
98,hub3
99,hub3
