target,hub
1,hub1
10,hub2
100,hub1
11,hub2
12,hub1
13,hub2
14,hub2
15,hub2
16,hub2
17,hub3
18,hub3
19,hub1
2,hub3
20,hub1
21,hub1
23,hub2
24,hub2
25,hub2
26,hub3
27,hub2
28,hub3
29,hub2
3,hub2
30,hub2
31,hub3
32,hub1
33,hub1
34,hub1
35,hub3
36,hub3
37,hub2
40,hub2
41,hub1
42,hub1
43,hub1
44,hub1
45,hub1
46,hub1
47,hub1
48,hub2
49,hub1
5,hub2
50,hub2
51,hub2
52,hub2
54,hub2
55,hub3
56,hub3
57,hub3
58,hub1
59,hub3
6,hub2
60,hub1
61,hub1
64,hub3
67,hub2
69,hub2
7,hub3
71,hub3
72,hub2
73,hub1
74,hub1
75,hub1
77,hub2
78,hub2
79,hub1
8,hub1
80,hub1
82,hub3
83,hub2
85,hub2
86,hub2
89,hub1
9,hub3
90,hub2
91,hub3
93,hub1
94,hub1
95,hub3
96,hub2
97,hub1
98,hub1
