target,hub
10,hub2
11,hub1
14,hub3
15,hub2
17,hub3
18,hub3
19,hub3
2,hub3
20,hub2
21,hub2
22,hub1
23,hub1
24,hub3
26,hub3
27,hub1
28,hub2
29,hub2
3,hub1
30,hub1
31,hub2
33,hub1
34,hub2
35,hub2
36,hub3
38,hub2
39,hub1
40,hub3
41,hub2
43,hub3
44,hub3
45,hub2
46,hub1
47,hub2
49,hub1
50,hub2
52,hub3
53,hub1
54,hub2
55,hub2
57,hub2
58,hub2
59,hub2
6,hub1
60,hub3
61,hub1
66,hub2
67,hub3
68,hub1
69,hub2
7,hub3
70,hub3
71,hub2
72,hub2
73,hub2
74,hub2
75,hub2
76,hub3
78,hub3
8,hub2
80,hub3
82,hub2
83,hub2
84,hub1
86,hub2
87,hub2
89,hub2
9,hub3
90,hub2
91,hub2
92,hub1
93,hub2
95,hub3
97,hub1
98,hub2
99,hub1
