target,hub
1,hub2
10,hub3
11,hub3
12,hub1
13,hub3
14,hub2
15,hub1
16,hub3
18,hub2
19,hub2
2,hub1
20,hub3
21,hub3
22,hub3
24,hub2
27,hub1
28,hub3
29,hub1
3,hub3
30,hub2
31,hub1
32,hub2
33,hub2
35,hub2
36,hub3
37,hub2
40,hub3
41,hub3
42,hub1
43,hub2
44,hub2
45,hub1
46,hub3
47,hub3
49,hub2
5,hub2
52,hub1
53,hub3
54,hub2
55,hub3
56,hub3
57,hub3
58,hub1
59,hub2
6,hub3
60,hub2
63,hub2
64,hub3
65,hub1
66,hub2
67,hub3
68,hub3
69,hub1
7,hub3
70,hub2
71,hub2
75,hub2
76,hub1
78,hub1
79,hub1
8,hub2
80,hub3
81,hub3
82,hub3
85,hub3
86,hub1
88,hub2
89,hub2
9,hub1
90,hub2
91,hub1
94,hub3
95,hub1
96,hub2
97,hub3
98,hub3
99,hub3
