target,hub
1,hub1
10,hub1
11,hub1
12,hub3
14,hub1
15,hub1
16,hub3
17,hub1
19,hub3
2,hub3
20,hub1
21,hub1
22,hub1
25,hub1
26,hub1
27,hub3
28,hub1
29,hub2
3,hub3
31,hub1
34,hub1
35,hub1
36,hub2
37,hub2
38,hub1
4,hub3
40,hub3
41,hub1
42,hub3
44,hub2
45,hub3
46,hub1
47,hub1
49,hub1
5,hub2
50,hub3
51,hub2
52,hub2
53,hub2
56,hub1
57,hub2
58,hub3
59,hub1
60,hub1
61,hub3
62,hub1
63,hub2
64,hub2
67,hub3
68,hub2
69,hub2
7,hub1
70,hub2
71,hub2
72,hub2
74,hub1
75,hub1
76,hub2
77,hub3
78,hub3
79,hub2
81,hub3
82,hub2
83,hub1
84,hub2
85,hub1
86,hub1
87,hub3
88,hub1
89,hub3
9,hub3
90,hub1
92,hub3
93,hub3
97,hub2
98,hub1
99,hub3
