target,hub
1,hub1
10,hub1
100,hub2
11,hub2
12,hub3
13,hub1
14,hub2
17,hub2
18,hub2
19,hub3
2,hub3
20,hub2
21,hub2
23,hub1
24,hub3
25,hub3
26,hub3
28,hub1
3,hub1
30,hub1
34,hub2
35,hub1
36,hub1
37,hub1
38,hub1
39,hub2
4,hub3
40,hub2
41,hub2
42,hub2
43,hub3
44,hub3
45,hub2
48,hub1
49,hub1
51,hub1
52,hub1
53,hub3
54,hub3
55,hub1
56,hub3
57,hub2
58,hub2
59,hub1
6,hub3
60,hub1
61,hub3
62,hub3
63,hub1
64,hub3
66,hub1
67,hub1
69,hub3
7,hub1
71,hub1
72,hub1
74,hub1
75,hub3
76,hub3
77,hub1
79,hub1
8,hub2
81,hub1
82,hub3
83,hub2
84,hub2
85,hub1
86,hub1
87,hub3
88,hub2
89,hub3
9,hub2
90,hub1
91,hub2
92,hub3
93,hub3
94,hub3
97,hub1
