target,hub
1,hub3
10,hub1
100,hub3
11,hub3
12,hub1
13,hub1
15,hub3
17,hub2
18,hub3
2,hub2
20,hub2
21,hub2
22,hub1
23,hub3
24,hub2
25,hub2
28,hub3
29,hub1
3,hub2
31,hub3
32,hub2
33,hub3
35,hub2
36,hub2
37,hub3
38,hub3
39,hub3
41,hub1
44,hub3
46,hub2
47,hub2
48,hub2
49,hub1
51,hub3
52,hub3
54,hub3
55,hub1
56,hub2
57,hub1
58,hub3
59,hub3
60,hub3
61,hub3
62,hub1
63,hub1
65,hub1
67,hub3
68,hub2
7,hub2
70,hub3
71,hub3
72,hub3
73,hub3
74,hub1
75,hub3
76,hub3
77,hub1
8,hub3
80,hub3
82,hub2
83,hub1
84,hub3
85,hub2
86,hub1
88,hub1
9,hub3
90,hub3
91,hub3
92,hub3
93,hub2
94,hub3
