hub,x,y,sigma,strength
hub1,53.98947172937716,52.019434000403145,0.013574292966225532,1.578034707094254
hub2,54.002769033125894,52.0077881205977,0.019098427418023943,2.0484960842378546
hub3,53.99063688465457,51.977063770678505,0.01823174751617417,0.5564812505991935
