hub,x,y,sigma,strength
hub1,91.99729102110089,62.98482331611573,0.02384098420081624,1.0303039932194935
hub2,91.99237410650888,63.003504851160805,0.016283767977746222,1.0805154120403264
hub3,91.99701462859078,63.021551357308134,0.022807366819509928,1.0882895962439647
