target,hub
1,hub2
100,hub2
11,hub3
12,hub2
13,hub2
15,hub2
19,hub3
2,hub2
20,hub1
21,hub2
22,hub2
24,hub3
25,hub3
26,hub2
27,hub1
28,hub3
29,hub3
30,hub3
31,hub3
32,hub3
33,hub3
34,hub3
35,hub3
36,hub3
37,hub1
38,hub2
39,hub3
40,hub3
41,hub3
44,hub2
45,hub3
47,hub2
49,hub2
5,hub3
50,hub2
51,hub2
52,hub3
54,hub1
55,hub3
56,hub3
57,hub2
58,hub2
59,hub3
6,hub1
60,hub1
63,hub2
64,hub3
66,hub3
67,hub3
68,hub2
7,hub2
71,hub3
73,hub1
74,hub3
75,hub3
77,hub3
78,hub2
79,hub3
80,hub2
82,hub3
83,hub3
84,hub1
87,hub3
88,hub1
89,hub1
9,hub1
90,hub2
91,hub3
92,hub1
93,hub3
94,hub3
95,hub2
98,hub1
99,hub1
