target,hub
1,hub2
10,hub2
100,hub1
11,hub1
12,hub3
13,hub3
14,hub2
15,hub2
16,hub2
17,hub1
18,hub1
19,hub1
2,hub2
22,hub2
24,hub2
25,hub1
26,hub2
29,hub2
3,hub3
30,hub2
31,hub3
32,hub3
33,hub2
34,hub3
35,hub2
36,hub3
37,hub1
38,hub2
40,hub1
41,hub1
42,hub1
43,hub1
44,hub2
45,hub1
46,hub3
47,hub2
48,hub1
49,hub3
5,hub1
50,hub2
51,hub1
52,hub3
54,hub3
55,hub2
56,hub2
57,hub2
58,hub2
59,hub3
6,hub1
60,hub2
61,hub2
63,hub2
64,hub2
65,hub2
69,hub1
70,hub3
72,hub2
74,hub3
75,hub1
76,hub2
77,hub1
78,hub2
79,hub2
8,hub2
80,hub3
81,hub1
82,hub1
83,hub3
85,hub2
86,hub2
87,hub2
88,hub2
89,hub1
9,hub2
90,hub2
91,hub1
92,hub2
93,hub2
95,hub2
96,hub2
97,hub2
98,hub1
