target,hub
1,hub1
10,hub2
100,hub2
11,hub2
12,hub1
13,hub2
14,hub2
16,hub2
18,hub2
19,hub1
2,hub2
21,hub1
22,hub3
24,hub2
26,hub1
27,hub1
28,hub1
29,hub2
30,hub1
33,hub1
34,hub3
35,hub2
37,hub2
38,hub1
39,hub1
4,hub3
40,hub2
41,hub3
42,hub2
44,hub1
45,hub2
47,hub2
48,hub1
49,hub3
5,hub2
50,hub2
51,hub1
52,hub1
53,hub2
54,hub2
55,hub3
56,hub1
59,hub1
6,hub2
60,hub3
61,hub3
62,hub2
63,hub3
64,hub1
66,hub1
67,hub1
68,hub1
69,hub2
7,hub3
70,hub1
71,hub2
76,hub1
77,hub2
78,hub3
79,hub1
8,hub2
82,hub2
83,hub2
84,hub3
85,hub3
86,hub3
87,hub2
88,hub3
89,hub2
9,hub1
90,hub2
91,hub3
93,hub2
94,hub1
95,hub1
97,hub2
98,hub2
