target,hub
1,hub2
10,hub1
100,hub1
11,hub1
12,hub1
13,hub2
14,hub2
15,hub1
16,hub1
18,hub1
2,hub2
20,hub2
22,hub1
23,hub1
26,hub1
27,hub2
28,hub3
29,hub1
3,hub1
30,hub2
31,hub2
32,hub3
33,hub2
34,hub3
35,hub1
36,hub2
37,hub1
38,hub1
39,hub1
4,hub3
40,hub2
41,hub2
42,hub1
43,hub1
44,hub2
45,hub2
46,hub3
47,hub1
49,hub1
5,hub3
51,hub3
52,hub2
53,hub1
54,hub1
55,hub1
56,hub1
57,hub3
58,hub2
59,hub1
60,hub2
62,hub1
63,hub1
64,hub1
66,hub1
67,hub1
68,hub1
69,hub2
7,hub2
70,hub3
72,hub1
74,hub3
75,hub1
76,hub1
77,hub1
78,hub3
79,hub2
8,hub2
80,hub2
81,hub1
82,hub2
83,hub1
84,hub1
85,hub1
86,hub3
87,hub3
88,hub3
89,hub1
90,hub1
92,hub2
93,hub3
94,hub1
95,hub1
97,hub1
98,hub3
99,hub2
