target,hub
1,hub2
10,hub2
11,hub2
12,hub2
13,hub1
15,hub1
16,hub3
17,hub2
18,hub3
19,hub3
2,hub3
21,hub2
22,hub1
23,hub3
25,hub3
26,hub2
29,hub2
3,hub3
30,hub1
32,hub3
33,hub2
36,hub1
37,hub1
39,hub3
4,hub3
40,hub3
41,hub1
42,hub1
43,hub1
44,hub1
45,hub3
49,hub3
50,hub2
51,hub3
52,hub3
53,hub3
54,hub3
55,hub3
57,hub3
59,hub3
60,hub1
62,hub2
63,hub2
64,hub3
67,hub1
68,hub3
69,hub3
7,hub1
70,hub1
71,hub2
74,hub2
75,hub3
76,hub3
77,hub3
78,hub2
79,hub3
80,hub2
81,hub2
83,hub2
85,hub2
86,hub3
87,hub3
88,hub2
89,hub2
9,hub2
90,hub2
92,hub1
93,hub2
94,hub2
96,hub1
97,hub3
98,hub3
99,hub3
