hub,x,y,sigma,strength
hub1,62.0176002271496,75.98310993488924,0.01993798761219383,1.593926166471801
hub2,62.017399539097916,75.98442326636392,0.02136269956413113,0.7741508592109081
hub3,62.01051848760046,75.98608631638858,0.01378404715500787,1.0577418813497041
