target,hub
1,hub1
10,hub1
100,hub1
11,hub3
12,hub1
13,hub1
14,hub3
17,hub2
19,hub3
2,hub3
20,hub2
21,hub1
22,hub1
23,hub3
24,hub1
25,hub2
26,hub2
28,hub2
3,hub3
30,hub1
33,hub1
34,hub1
35,hub1
36,hub1
37,hub2
38,hub1
39,hub2
4,hub1
40,hub2
41,hub3
42,hub1
43,hub3
44,hub1
48,hub1
49,hub3
51,hub3
52,hub1
53,hub3
54,hub3
55,hub3
56,hub2
57,hub1
58,hub2
59,hub1
6,hub2
60,hub1
61,hub2
62,hub1
63,hub3
64,hub1
66,hub3
67,hub3
69,hub3
7,hub2
71,hub3
72,hub3
74,hub1
75,hub2
76,hub1
77,hub2
79,hub1
8,hub3
81,hub1
82,hub2
83,hub1
84,hub2
86,hub3
87,hub2
88,hub2
89,hub1
9,hub3
90,hub2
91,hub3
92,hub3
93,hub1
94,hub1
95,hub1
96,hub1
97,hub2
98,hub1
