target,hub
1,hub3
10,hub1
100,hub3
12,hub2
14,hub2
15,hub1
16,hub1
18,hub3
19,hub1
2,hub3
21,hub3
22,hub2
23,hub2
25,hub3
26,hub1
27,hub2
28,hub1
3,hub3
30,hub2
31,hub3
32,hub1
33,hub3
34,hub3
35,hub1
36,hub3
37,hub3
39,hub3
4,hub2
41,hub3
44,hub2
45,hub3
46,hub3
47,hub1
48,hub3
49,hub2
5,hub2
50,hub3
51,hub2
52,hub1
54,hub1
55,hub2
56,hub1
57,hub2
58,hub1
59,hub1
6,hub1
60,hub2
61,hub1
62,hub3
63,hub1
64,hub2
65,hub3
66,hub3
67,hub3
69,hub2
7,hub3
70,hub3
72,hub2
74,hub3
75,hub1
77,hub1
78,hub2
8,hub3
80,hub2
81,hub3
82,hub2
85,hub1
87,hub2
89,hub3
90,hub2
91,hub3
92,hub3
94,hub2
95,hub2
96,hub2
97,hub3
98,hub2
