target,hub
10,hub1
100,hub2
11,hub2
12,hub2
15,hub1
16,hub3
17,hub3
18,hub2
19,hub1
2,hub3
20,hub1
21,hub3
22,hub2
23,hub1
24,hub3
25,hub3
27,hub3
28,hub3
3,hub3
30,hub2
31,hub3
34,hub1
35,hub3
36,hub3
37,hub3
38,hub2
4,hub2
40,hub2
42,hub2
43,hub3
44,hub2
45,hub2
46,hub2
47,hub2
48,hub2
49,hub1
51,hub3
52,hub3
53,hub1
54,hub2
55,hub3
56,hub3
58,hub1
59,hub3
6,hub2
61,hub1
62,hub3
63,hub1
64,hub2
66,hub1
67,hub3
69,hub2
7,hub2
70,hub1
71,hub3
72,hub1
73,hub1
75,hub3
76,hub2
77,hub2
78,hub3
79,hub2
80,hub3
81,hub3
82,hub3
83,hub3
84,hub2
85,hub1
86,hub1
87,hub3
88,hub3
89,hub2
9,hub3
90,hub2
92,hub2
94,hub3
95,hub2
96,hub3
97,hub1
98,hub3
99,hub1
