target,hub
10,hub3
100,hub2
11,hub2
12,hub3
13,hub2
14,hub3
15,hub1
16,hub3
17,hub1
19,hub2
2,hub3
20,hub1
21,hub1
23,hub1
24,hub2
25,hub3
26,hub1
27,hub3
29,hub1
3,hub2
30,hub2
32,hub1
33,hub3
34,hub1
35,hub3
36,hub2
37,hub1
39,hub1
40,hub2
41,hub2
42,hub2
44,hub3
45,hub1
46,hub2
47,hub3
48,hub2
49,hub1
50,hub3
51,hub3
52,hub1
53,hub1
54,hub1
55,hub3
56,hub1
57,hub2
58,hub2
59,hub1
6,hub1
60,hub2
61,hub2
63,hub1
66,hub1
69,hub2
7,hub1
70,hub2
71,hub1
72,hub1
74,hub1
75,hub2
76,hub2
78,hub3
79,hub2
8,hub2
80,hub2
82,hub1
83,hub1
84,hub2
85,hub2
86,hub2
88,hub2
89,hub1
9,hub2
90,hub2
91,hub3
92,hub3
93,hub2
94,hub2
96,hub2
97,hub1
98,hub1
