target,hub
1,hub3
10,hub1
100,hub3
12,hub2
15,hub3
16,hub3
17,hub1
19,hub1
2,hub2
20,hub3
22,hub3
23,hub3
25,hub3
26,hub2
27,hub1
28,hub1
3,hub2
30,hub1
31,hub1
36,hub1
37,hub1
38,hub1
39,hub3
4,hub3
40,hub3
42,hub2
43,hub2
44,hub3
45,hub2
46,hub2
48,hub3
5,hub1
50,hub1
51,hub1
52,hub2
54,hub2
55,hub1
56,hub2
57,hub2
58,hub2
59,hub2
6,hub2
60,hub1
61,hub2
64,hub2
66,hub3
7,hub1
70,hub2
71,hub1
74,hub2
75,hub2
76,hub1
77,hub1
78,hub2
79,hub3
8,hub2
80,hub3
81,hub3
82,hub2
83,hub2
84,hub2
85,hub2
86,hub1
87,hub3
88,hub2
89,hub3
9,hub3
90,hub1
91,hub3
92,hub2
93,hub2
94,hub3
95,hub1
96,hub3
97,hub1
99,hub2
