target,hub
1,hub3
100,hub3
11,hub1
12,hub2
13,hub3
14,hub1
15,hub3
16,hub3
17,hub2
18,hub3
19,hub1
2,hub2
20,hub2
21,hub1
22,hub1
23,hub1
24,hub2
26,hub3
27,hub1
28,hub3
3,hub2
30,hub2
31,hub3
32,hub2
33,hub3
34,hub3
35,hub2
36,hub2
37,hub2
38,hub3
39,hub3
4,hub3
41,hub3
42,hub2
44,hub3
45,hub2
47,hub2
49,hub2
5,hub3
50,hub3
51,hub3
52,hub2
54,hub2
56,hub1
59,hub3
6,hub1
61,hub3
62,hub3
65,hub2
66,hub3
67,hub3
69,hub2
70,hub2
72,hub1
73,hub3
76,hub2
77,hub3
78,hub3
79,hub2
80,hub1
81,hub2
82,hub1
85,hub3
86,hub3
87,hub2
88,hub3
89,hub3
9,hub2
90,hub2
92,hub3
93,hub3
94,hub2
95,hub3
97,hub3
98,hub2
