target,hub
1,hub1
10,hub2
100,hub3
12,hub1
13,hub2
14,hub2
15,hub2
16,hub2
17,hub2
19,hub1
2,hub2
21,hub2
24,hub2
26,hub1
27,hub3
28,hub3
29,hub3
30,hub3
32,hub3
33,hub3
34,hub3
35,hub1
36,hub2
37,hub2
39,hub1
4,hub2
40,hub2
41,hub2
42,hub2
43,hub1
44,hub2
45,hub3
46,hub1
48,hub3
5,hub2
50,hub2
52,hub2
54,hub3
55,hub1
56,hub2
57,hub1
58,hub3
59,hub3
6,hub3
60,hub1
61,hub3
62,hub3
64,hub3
65,hub1
66,hub1
67,hub1
69,hub3
7,hub1
70,hub3
71,hub2
72,hub2
73,hub1
75,hub2
77,hub2
78,hub3
79,hub3
8,hub3
80,hub2
83,hub1
85,hub2
88,hub3
89,hub2
91,hub2
92,hub1
93,hub1
94,hub2
97,hub1
99,hub2
