target,hub
1,hub2
10,hub1
100,hub2
11,hub1
12,hub1
13,hub3
15,hub3
16,hub3
17,hub1
18,hub1
19,hub1
2,hub3
22,hub3
24,hub1
25,hub1
26,hub1
29,hub3
3,hub3
30,hub2
31,hub3
32,hub2
34,hub1
35,hub3
36,hub2
37,hub1
38,hub1
40,hub3
41,hub3
42,hub2
44,hub2
45,hub2
46,hub2
47,hub1
48,hub1
5,hub1
50,hub3
51,hub1
52,hub3
54,hub3
55,hub1
56,hub3
57,hub3
58,hub1
59,hub3
6,hub3
60,hub3
61,hub1
63,hub1
64,hub3
65,hub3
69,hub2
70,hub2
72,hub2
74,hub1
75,hub3
76,hub3
77,hub1
78,hub2
79,hub3
8,hub2
80,hub1
81,hub1
82,hub1
83,hub2
85,hub3
86,hub3
87,hub1
88,hub3
89,hub3
9,hub2
90,hub3
91,hub3
92,hub3
93,hub2
95,hub3
96,hub3
98,hub3
