target,hub
1,hub3
10,hub3
100,hub3
11,hub1
13,hub1
16,hub1
17,hub2
18,hub1
19,hub3
2,hub3
21,hub2
22,hub2
24,hub3
25,hub2
26,hub1
29,hub3
3,hub2
31,hub3
32,hub1
34,hub1
35,hub2
36,hub1
37,hub3
38,hub2
40,hub1
41,hub1
44,hub1
45,hub2
46,hub3
47,hub2
48,hub1
5,hub3
50,hub1
51,hub1
52,hub1
54,hub2
55,hub3
56,hub3
57,hub1
58,hub3
59,hub3
6,hub3
60,hub2
61,hub2
63,hub3
64,hub2
65,hub1
66,hub1
69,hub1
70,hub1
71,hub3
72,hub3
74,hub1
75,hub1
76,hub2
77,hub3
78,hub3
79,hub3
8,hub1
80,hub1
81,hub1
82,hub3
83,hub2
85,hub1
86,hub1
87,hub3
88,hub2
89,hub1
9,hub1
90,hub1
91,hub1
92,hub1
93,hub2
95,hub1
96,hub2
98,hub1
