target,hub
100,hub3
11,hub1
13,hub1
14,hub1
16,hub1
18,hub2
20,hub3
22,hub3
24,hub3
25,hub3
26,hub1
27,hub3
28,hub1
29,hub3
3,hub3
30,hub3
33,hub3
35,hub3
37,hub2
38,hub3
39,hub3
4,hub3
40,hub3
41,hub3
43,hub1
44,hub1
46,hub3
48,hub1
5,hub3
50,hub3
51,hub3
53,hub2
54,hub3
55,hub3
56,hub3
57,hub3
58,hub3
59,hub3
6,hub1
60,hub2
61,hub2
62,hub1
63,hub3
64,hub2
65,hub3
67,hub1
68,hub3
7,hub3
70,hub3
71,hub3
72,hub3
73,hub3
74,hub3
75,hub3
77,hub3
78,hub3
79,hub1
8,hub2
80,hub3
82,hub1
83,hub2
84,hub3
86,hub3
88,hub3
89,hub3
9,hub3
90,hub3
93,hub3
94,hub3
97,hub1
98,hub2
99,hub2
