target,hub
10,hub1
11,hub3
12,hub2
13,hub2
14,hub3
15,hub3
17,hub2
18,hub3
19,hub1
2,hub1
21,hub3
22,hub2
23,hub2
24,hub2
25,hub2
26,hub2
28,hub1
29,hub3
3,hub2
30,hub3
32,hub2
33,hub2
34,hub2
37,hub1
39,hub3
4,hub2
40,hub2
41,hub2
42,hub2
43,hub2
44,hub2
46,hub3
47,hub2
48,hub2
49,hub3
50,hub2
52,hub3
53,hub2
54,hub1
55,hub2
57,hub2
6,hub1
60,hub2
61,hub1
62,hub1
63,hub1
64,hub1
66,hub3
67,hub3
68,hub3
69,hub2
7,hub2
70,hub2
71,hub2
73,hub3
74,hub1
75,hub2
76,hub3
78,hub2
8,hub1
80,hub2
81,hub3
82,hub1
83,hub2
84,hub2
86,hub3
87,hub2
88,hub3
89,hub3
9,hub2
91,hub1
93,hub3
94,hub3
95,hub1
96,hub1
97,hub2
98,hub2
99,hub1
