hub,x,y,sigma,strength
hub1,68.98226099028096,85.00192030664736,0.021209057676549965,0.5077039780766566
hub2,69.00276189193522,85.02048710780312,0.016986358403019278,0.9259377442594071
hub3,68.97882530021714,85.01105163654333,0.024297236353020793,0.7584111862361748
