target,hub
1,hub2
10,hub3
100,hub1
11,hub2
13,hub1
16,hub1
17,hub3
18,hub2
19,hub2
2,hub3
21,hub3
22,hub1
24,hub3
25,hub1
26,hub2
29,hub3
3,hub3
30,hub2
31,hub2
32,hub1
34,hub2
35,hub1
36,hub3
37,hub1
38,hub3
40,hub2
41,hub2
43,hub2
44,hub3
45,hub2
46,hub3
47,hub1
48,hub2
5,hub1
50,hub1
51,hub3
52,hub1
54,hub1
55,hub2
56,hub1
57,hub3
58,hub1
59,hub3
6,hub3
60,hub3
61,hub1
63,hub1
64,hub2
65,hub1
66,hub1
69,hub2
70,hub1
71,hub1
74,hub2
75,hub2
76,hub2
77,hub3
78,hub2
79,hub2
8,hub3
80,hub1
82,hub2
83,hub3
84,hub1
85,hub3
86,hub3
87,hub2
88,hub1
89,hub2
9,hub1
90,hub2
91,hub3
92,hub2
93,hub3
95,hub2
96,hub3
98,hub2
