target,hub
10,hub3
100,hub3
11,hub3
12,hub3
13,hub1
14,hub1
15,hub1
16,hub1
17,hub1
18,hub3
19,hub1
2,hub1
20,hub1
21,hub3
22,hub3
23,hub1
24,hub1
26,hub3
27,hub1
28,hub1
29,hub1
30,hub3
31,hub2
33,hub1
34,hub1
36,hub3
38,hub2
40,hub1
41,hub3
42,hub1
43,hub2
44,hub1
45,hub1
46,hub1
47,hub1
49,hub2
5,hub3
50,hub3
52,hub3
53,hub3
54,hub2
55,hub3
56,hub3
57,hub3
58,hub3
6,hub3
60,hub1
61,hub3
64,hub3
65,hub2
66,hub3
67,hub2
68,hub3
69,hub1
7,hub1
70,hub2
72,hub1
73,hub2
74,hub3
75,hub1
76,hub3
77,hub3
78,hub3
79,hub2
8,hub2
80,hub1
82,hub2
83,hub1
84,hub1
86,hub1
87,hub3
88,hub2
89,hub3
9,hub2
90,hub3
91,hub1
93,hub3
95,hub3
96,hub3
97,hub1
98,hub1
99,hub3
