target,hub
1,hub1
10,hub1
100,hub2
11,hub1
12,hub1
13,hub2
15,hub1
17,hub1
2,hub1
20,hub1
21,hub1
22,hub1
23,hub2
24,hub2
25,hub1
28,hub3
29,hub2
3,hub1
31,hub2
32,hub2
33,hub1
35,hub1
36,hub1
37,hub1
38,hub2
39,hub2
41,hub2
42,hub2
43,hub1
44,hub1
46,hub2
48,hub1
49,hub2
50,hub3
52,hub1
53,hub1
54,hub1
55,hub2
56,hub2
58,hub3
59,hub2
60,hub1
61,hub2
62,hub2
63,hub1
64,hub1
65,hub3
67,hub2
7,hub1
71,hub1
72,hub2
73,hub1
74,hub2
75,hub1
76,hub1
77,hub2
8,hub3
80,hub2
82,hub1
83,hub1
84,hub3
85,hub2
86,hub2
87,hub3
9,hub2
90,hub1
91,hub1
92,hub2
93,hub2
94,hub2
98,hub2
