target,hub
1,hub3
10,hub3
100,hub1
11,hub2
12,hub3
13,hub3
14,hub3
15,hub2
16,hub1
17,hub3
19,hub1
2,hub2
20,hub3
21,hub3
24,hub2
26,hub2
27,hub2
28,hub1
29,hub2
30,hub2
32,hub2
33,hub2
34,hub3
35,hub1
36,hub2
37,hub3
39,hub1
4,hub1
40,hub3
41,hub3
42,hub3
43,hub2
44,hub1
45,hub2
46,hub2
48,hub3
5,hub3
50,hub3
52,hub1
54,hub3
55,hub3
56,hub2
57,hub1
58,hub3
59,hub2
6,hub1
60,hub2
61,hub2
62,hub3
64,hub3
65,hub1
66,hub1
67,hub3
69,hub2
7,hub3
70,hub3
71,hub2
72,hub3
73,hub1
75,hub3
77,hub1
78,hub3
79,hub1
8,hub1
80,hub2
83,hub1
85,hub2
88,hub2
89,hub3
91,hub3
92,hub2
93,hub2
94,hub2
97,hub2
99,hub1
