target,hub
10,hub3
100,hub3
13,hub3
16,hub2
17,hub3
18,hub3
19,hub3
2,hub2
20,hub2
21,hub2
22,hub3
23,hub1
25,hub3
26,hub3
28,hub2
29,hub2
3,hub2
30,hub1
31,hub3
32,hub2
33,hub3
35,hub1
37,hub3
38,hub3
39,hub3
4,hub3
40,hub3
42,hub3
43,hub2
44,hub3
45,hub3
46,hub3
49,hub3
5,hub2
50,hub3
51,hub3
53,hub3
54,hub2
55,hub1
56,hub3
57,hub2
58,hub1
59,hub2
6,hub2
60,hub3
61,hub3
62,hub1
63,hub3
64,hub3
67,hub1
69,hub3
7,hub3
70,hub1
71,hub2
72,hub3
74,hub3
75,hub3
76,hub3
77,hub3
78,hub1
79,hub3
8,hub3
80,hub1
81,hub2
82,hub3
83,hub1
84,hub1
86,hub1
89,hub2
9,hub3
90,hub3
93,hub2
94,hub1
95,hub3
96,hub1
97,hub3
99,hub1
