hub,x,y,sigma,strength
hub1,58.99895472833488,80.99449183303155,0.024512709533716356,0.9454873024598023
hub2,59.01218640321148,81.00437380290933,0.015001839651118426,0.79852013944975
hub3,59.01795076490468,80.98558377383836,0.02663120552193561,1.0337419893308146
