target,hub
1,hub2
10,hub1
100,hub1
11,hub2
12,hub1
13,hub2
14,hub3
15,hub2
16,hub2
2,hub2
20,hub2
21,hub1
24,hub1
25,hub1
26,hub2
28,hub1
3,hub1
30,hub3
31,hub3
33,hub2
34,hub1
35,hub2
36,hub1
37,hub2
38,hub2
39,hub2
4,hub2
40,hub2
41,hub2
43,hub3
44,hub2
46,hub1
49,hub3
50,hub1
51,hub1
52,hub2
53,hub1
56,hub3
57,hub2
59,hub1
6,hub1
60,hub2
61,hub3
62,hub2
63,hub3
64,hub2
65,hub3
66,hub1
68,hub2
69,hub2
7,hub3
70,hub2
71,hub2
72,hub3
73,hub1
74,hub3
75,hub3
76,hub2
78,hub2
79,hub2
8,hub2
80,hub2
81,hub2
82,hub2
83,hub1
84,hub1
85,hub2
86,hub3
88,hub3
89,hub2
9,hub2
90,hub2
92,hub1
94,hub3
95,hub1
96,hub2
97,hub3
98,hub2
